Account_Name,Account_ccrz_E_AccountGroupZZc,CreatedDate,Id,IsDeleted,LastActivityDate,LastModifiedDate,LastReferencedDate,LastViewedDate,Name,SystemModstamp,ccrz_AccountZZc,ccrz_AdjustmentAmountZZc,ccrz_AdjustmentReasonZZc,ccrz_BuyerCompanyNameZZc,ccrz_BuyerEmailZZc,ccrz_BuyerFirstNameZZc,ccrz_BuyerLastNameZZc,ccrz_BuyerMobilePhoneZZc,ccrz_BuyerPhoneZZc,ccrz_CCEmailAddressZZc,ccrz_ContactZZc,ccrz_ContractIdZZc,ccrz_CurrencyISOCodeZZc,ccrz_EffectiveAccountIDZZc,ccrz_EncryptedIdZZc,ccrz_ExtCarrierZZc,ccrz_ExtShipTrackNoZZc,ccrz_IsAnonymousZZc,ccrz_NameZZc,ccrz_NoteZZc,ccrz_OrderDateZZc,ccrz_OrderIdZZc,ccrz_OrderNameZZc,ccrz_OrderNumberZZc,ccrz_OrderStatusZZc,ccrz_PONumberZZc,ccrz_PaymentMethodZZc,ccrz_RequestDateZZc,ccrz_ShipAmountZZc,ccrz_ShipCompleteZZc,ccrz_ShipDiscountAmountZZc,ccrz_ShipMethodZZc,ccrz_ShipStructureZZc,ccrz_SkipTaxZZc,ccrz_SplitProcessedZZc,ccrz_StorefrontZZc,ccrz_SubtotalAmountZZc,ccrz_TaxAmountZZc,ccrz_TaxExemptFlagZZc,ccrz_TaxSubTotalAmountZZc,ccrz_TotalAmountZZc,ccrz_TotalDiscountZZc,ccrz_TotalSurchargeZZc,ccrz_VerifyExemptionFlagZZc
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWHQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000330,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,fb197b37-bc19-4b6e-9669-f7250321f38c,,,false,New Cart,,2019-04-10,,O-0000000330,1000330,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,3321,,false,3321,3321,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWIQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000331,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,839f1438-fb3f-446a-92dc-ca158bf54c1c,,,false,New Cart,,2019-04-10,,O-0000000331,1000331,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,190,,false,190,190,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWJQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000332,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,9202f6cf-081c-4472-9868-126827d3a687,,,false,New Cart,,2019-04-10,,O-0000000332,1000332,Order Submitted,,,,,false,,,LLI,false,false,NTOFranchise,102000,,false,102000,102000,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWKQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000333,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,f9986313-74e8-4ae1-9547-253238343dcf,,,false,New Cart,,2019-04-11,,O-0000000333,1000333,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,937.93,,false,937.93,937.93,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWLQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000334,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,fb498542-2168-413e-98c3-64a0980df08d,,,false,New Cart,,2019-04-11,,O-0000000334,1000334,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,937.93,,false,937.93,937.93,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWMQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000336,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,b16ee4b5-5009-4717-8df5-cc179eebdce0,,,false,New Cart,,2019-04-11,,O-0000000336,1000336,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,1728.62,,false,1728.62,1728.62,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWNQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000337,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,f64f2e53-f120-454a-8cce-f7034e2723f9,,,false,New Cart,,2019-04-15,,O-0000000337,1000337,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,989.68,,false,989.68,989.68,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWOQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000338,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,ccbc7b81-d4c8-40f8-ac16-7d4a8f068dcb,,,false,New Cart,,2019-04-15,,O-0000000338,1000338,Order Submitted,,,,,false,,,LLI,false,false,NTOFranchise,612000,,false,612000,612000,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWPQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000339,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,127baa89-6673-4a7a-8ecc-81ae03c63a34,,,false,New Cart,,2019-04-15,,O-0000000339,1000339,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,163.8,,false,163.8,163.8,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWQQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000340,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,481ea209-7744-4092-8c27-5d9804703a94,,,false,New Cart,,2019-04-15,,O-0000000340,1000340,Cancel Submitted,,,,,false,,,LLI,false,false,AlpinePartner,57.76,,false,57.76,57.76,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWRQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000341,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,97f1d9d4-d87d-4107-82be-26d18e7a4077,,,false,New Cart,,2019-04-15,,O-0000000341,1000341,Shipped,,,,,false,,,LLI,false,false,AlpinePartner,891.98,,false,891.98,891.98,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWSQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000342,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,1bdcfe78-68fa-495e-b661-3c6b3e0f8c19,,,false,New Cart,,2019-04-18,,O-0000000342,1000342,Order Submitted,,,,,false,,,LLI,false,false,NTOFranchise,106560,,false,106560,106560,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWTQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000346,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,99c73932-e0bf-48b3-a6b9-ea554991c983,,,false,New Cart,,2019-05-22,,O-0000000346,1000346,Order Submitted,,,,122,false,,,LLI,false,false,AlpinePartner,991.5,,false,991.5,1113.5,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWUQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000347,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,fe3cff12-b611-42cd-a918-96a8e62bb96a,,,false,New Cart,,2019-05-23,,O-0000000347,1000347,Order Submitted,,,,156,false,,,LLI,false,false,AlpinePartner,989.68,,false,989.68,1145.68,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWVQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000348,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,9e264b84-384f-4c7d-bf6c-625e430c7008,,,false,New Cart,,2019-05-23,,O-0000000348,1000348,Shipped,,,,33,false,,,LLI,false,false,AlpinePartner,989.68,,false,989.68,1022.68,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWWQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000349,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,87a346d7-4306-4b47-be6e-ec64e6aed64f,,,false,New Cart,,2019-05-24,,O-0000000349,1000349,Order Submitted,,,,52,false,,,LLI,false,false,AlpinePartner,989.68,,false,989.68,1041.68,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWXQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000605,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,d2923c6d-a641-4138-a21f-61e35fb10388,,,false,New Cart,,2019-07-01,,O-0000000605,1000605,Order Submitted,,,,42,false,,,LLI,false,false,AlpinePartner,127.85,,false,127.85,169.85,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWYQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000606,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,384172af-308c-40b7-9e90-edc45c5eb075,,,false,New Cart,,2019-07-02,,O-0000000606,1000606,Order Submitted,,,,33,false,,,LLI,false,false,AlpinePartner,1408.75,,false,1408.75,1441.75,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWZQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000607,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,51e71178-62b3-4407-bc65-d97ce8f4f9dc,,,false,New Cart,,2019-07-19,,O-0000000607,1000607,Order Submitted,,,,58,false,,,LLI,false,false,AlpinePartner,1880.9,,false,1880.9,1938.9,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWaQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000608,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,11e076e9-a94b-46b2-89b6-c6e200c31dfa,,,false,New Cart,,2019-07-19,,O-0000000608,1000608,Order Submitted,,,,52,false,,,LLI,false,false,AlpinePartner,1467.05,,false,1467.05,1519.05,,,false
,,2020-04-14T14:25:48.000Z,a7y3A0000008RWbQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000319,2020-04-14T14:25:48.000Z,,,,,,,,,,,0033A00002XjFJPQA3,,,,1d2f0093-83b6-46e1-b330-87faab0b3325,,,false,,,2018-08-31,,O-0000000319,1000319,Shipped,,,,,false,,,,false,false,,347.9,,false,347.9,347.9,,,false
,,2020-04-14T14:25:48.000Z,a7y3A0000008RWcQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000295,2020-04-14T14:25:48.000Z,,,,,,,,,,,0033A00002XjFJPQA3,,,,5ab23f85-845e-4843-94f4-36780e9ace9d,,,false,,,2018-08-07,,O-0000000295,1000295,Shipped,,,,,false,,,,false,false,,,,false,,,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWdQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000410,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,64484037-11b2-4b8b-83af-5223b30cbff6,,,false,Order-0053A00000Eb15CQAR-000,,2017-06-22,,O-0000000410,1000410,Shipped,,,,,false,,,,false,false,AlpinePartner,1198.8,,false,1198.8,1198.8,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWeQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000411,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,c0a2f159-c507-479e-951e-68a0a8db3db8,,,false,Order-0053A00000Eb15CQAR-001,,2017-07-22,,O-0000000411,1000411,Shipped,,,,,false,,,,false,false,AlpinePartner,1318.68,,false,1318.68,1318.68,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWfQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000412,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,eac318d2-dd9d-4c70-a1f9-1dd85ec4a9b3,,,false,Order-0053A00000Eb15CQAR-002,,2017-08-21,,O-0000000412,1000412,Shipped,,,,,false,,,,false,false,AlpinePartner,1438.56,,false,1438.56,1438.56,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWgQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000413,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,ea9fc6f4-acd8-4168-aebe-cf2022dab3e8,,,false,Order-0053A00000Eb15CQAR-003,,2017-09-20,,O-0000000413,1000413,Shipped,,,,,false,,,,false,false,AlpinePartner,1558.44,,false,1558.44,1558.44,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWhQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000414,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,7303cc23-275b-4378-a504-7ee85ae81cfa,,,false,Order-0053A00000Eb15CQAR-004,,2017-10-20,,O-0000000414,1000414,Shipped,,,,,false,,,,false,false,AlpinePartner,1678.32,,false,1678.32,1678.32,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWiQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000415,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,207b7c16-32ac-4438-93a0-4cc584442235,,,false,Order-0053A00000Eb15CQAR-005,,2017-11-19,,O-0000000415,1000415,Shipped,,,,,false,,,,false,false,AlpinePartner,1798.2,,false,1798.2,1798.2,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWjQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000416,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,c37d5ca0-494e-4621-87ba-69adcd997635,,,false,Order-0053A00000Eb15CQAR-006,,2017-12-19,,O-0000000416,1000416,Shipped,,,,,false,,,,false,false,AlpinePartner,1918.08,,false,1918.08,1918.08,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWkQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000417,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,95035ca3-0606-4a0f-8ef7-cd3211d1455c,,,false,Order-0053A00000Eb15CQAR-007,,2018-01-18,,O-0000000417,1000417,Shipped,,,,,false,,,,false,false,AlpinePartner,2037.96,,false,2037.96,2037.96,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWlQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000418,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,19967087-df48-4555-a45f-3b5026eb5dc3,,,false,Order-0053A00000Eb15CQAR-008,,2018-02-17,,O-0000000418,1000418,Shipped,,,,,false,,,,false,false,AlpinePartner,2157.84,,false,2157.84,2157.84,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWmQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000419,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,2562c625-63ca-4a60-8d3b-d30486533fde,,,false,Order-0053A00000Eb15CQAR-009,,2018-03-19,,O-0000000419,1000419,Shipped,,,,,false,,,,false,false,AlpinePartner,2277.72,,false,2277.72,2277.72,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWnQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000420,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,9c9653ca-5361-4337-9624-8348af78915e,,,false,Order-0053A00000Eb15CQAR-010,,2018-04-18,,O-0000000420,1000420,Shipped,,,,,false,,,,false,false,AlpinePartner,2397.6,,false,2397.6,2397.6,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWoQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000421,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,e549ce39-9035-4b54-8d9c-95e011e4087a,,,false,Order-0053A00000Eb15CQAR-011,,2018-05-18,,O-0000000421,1000421,Shipped,,,,,false,,,,false,false,AlpinePartner,2517.48,,false,2517.48,2517.48,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWpQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000422,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,8000e579-df94-49bb-9510-b3f4d8c4919d,,,false,Order-0053A00000Eb15CQAR-012,,2018-06-17,,O-0000000422,1000422,Shipped,,,,,false,,,,false,false,AlpinePartner,2637.36,,false,2637.36,2637.36,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWqQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000423,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,283382ab-3e18-447e-8982-fe7c0350f1d7,,,false,Order-0053A00000Eb15CQAR-013,,2018-07-17,,O-0000000423,1000423,Shipped,,,,,false,,,,false,false,AlpinePartner,2757.24,,false,2757.24,2757.24,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWrQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000424,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,283c74d5-20db-4c19-ad31-eceeb3e3eed3,,,false,Order-0053A00000Eb15CQAR-014,,2018-08-16,,O-0000000424,1000424,Shipped,,,,,false,,,,false,false,AlpinePartner,2877.12,,false,2877.12,2877.12,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWsQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000425,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,633dbe91-3c82-42ef-a946-bb9fd2a6b2e8,,,false,Order-0053A00000Eb15CQAR-015,,2018-09-15,,O-0000000425,1000425,Shipped,,,,,false,,,,false,false,AlpinePartner,2997,,false,2997,2997,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWtQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000426,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,06394b18-ed56-443d-bdfc-8578ffd8d44f,,,false,Order-0053A00000Eb15CQAR-016,,2018-10-15,,O-0000000426,1000426,Shipped,,,,,false,,,,false,false,AlpinePartner,3116.88,,false,3116.88,3116.88,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWuQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000427,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,4e60c76f-baa7-412f-90ad-f85bfa74b561,,,false,Order-0053A00000Eb15CQAR-017,,2018-11-14,,O-0000000427,1000427,Shipped,,,,,false,,,,false,false,AlpinePartner,3236.76,,false,3236.76,3236.76,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWvQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000428,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,80cff5b5-8448-43ef-b869-a9874001bb96,,,false,Order-0053A00000Eb15CQAR-018,,2018-12-14,,O-0000000428,1000428,Shipped,,,,,false,,,,false,false,AlpinePartner,3356.64,,false,3356.64,3356.64,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWwQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000429,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,c8d395ff-55ce-48c9-95cd-799a3a43d0d4,,,false,Order-0053A00000Eb15CQAR-019,,2019-01-13,,O-0000000429,1000429,Shipped,,,,,false,,,,false,false,AlpinePartner,3476.52,,false,3476.52,3476.52,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWxQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000430,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,82ec65e3-42b9-469e-a988-f94d40ddc5ca,,,false,Order-0053A00000Eb15CQAR-020,,2019-02-12,,O-0000000430,1000430,Shipped,,,,,false,,,,false,false,AlpinePartner,3596.4,,false,3596.4,3596.4,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWyQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000431,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,5fbb1952-a6f5-4529-bbc7-1df339538e8c,,,false,Order-0053A00000Eb15CQAR-021,,2019-03-14,,O-0000000431,1000431,Shipped,,,,,false,,,,false,false,AlpinePartner,3716.28,,false,3716.28,3716.28,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWzQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000432,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,1698c9ba-cfdf-4e56-9741-a9c7959aee72,,,false,Order-0053A00000Eb15CQAR-022,,2019-04-13,,O-0000000432,1000432,Shipped,,,,,false,,,,false,false,AlpinePartner,3836.16,,false,3836.16,3836.16,,,false
NTO Store - Noe Valley,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RX0QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000433,2020-04-14T14:25:48.000Z,0013A00001gycIXQAY,,,,brasfieldmai@nto.com,Mai,Brasfield,,(415)555-1212,,0033A00002XjFJcQAN,,USD,,06ae93e1-858f-4e5c-9875-8ea462eeece5,,,false,Order-0053A00000Eb15CQAR-023,,2019-05-13,,O-0000000433,1000433,Shipped,,,,,false,,,,false,false,AlpinePartner,3956.04,,false,3956.04,3956.04,,,false
NTO Store - Presidio,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RX1QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000434,2020-04-14T14:25:48.000Z,0013A00001gycIOQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,56db5f1b-90d0-4f7c-a4b3-9265045ee06d,,,false,Order-0053A00000E3YLxQAN-000,,2017-07-27,,O-0000000434,1000434,Shipped,,,,,false,,,,false,false,AlpinePartner,3496.5,,false,3496.5,3496.5,,,false
